ID_ARTICULO,ISBN,ALTAPROD,TITULO,COMERCIALIZACION,CATEGORIA,STOCK_DEPO,VAL_DEPO,STOCK_CAD,VAL_CAD,STOCK_3,VAL_3,TOTAL_UNI,TOTAL_VAL
960083,9781108760685,2011-01,La noche nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,22,99.39,24,114.53
960084,9782020610916,2011-01,El camino del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,22,97.76,22,119.74
960085,9781415330196,2011-01,La casa de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,14,75.58,14,73.51
960086,9784450163667,2011-01,El jardín profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,31,188.99,25,183.88
960087,9785394235376,2011-01,La torre de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,54,288.37,43,342.28
960088,9789555149053,2011-01,El puente luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,33,229.38,32,264.67
960089,9783224395391,2011-01,La isla de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,156.79,15,129.36
960192,9788244347673,2011-01,El mapa austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,202.77,8,151.26
960193,9785981154045,2011-01,La ventana boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,281.2,9,348.76
961195,9788746467845,2011-02,El eco de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,1301.19,11,1004.42
961196,9785962207145,2011-02,La senda entre líneas,CONSIGNADO,LIBROS > Filosofía,3,49.05,0,0.0,23,401.91,29,485.37
962818,9786820237692,2011-03,La ventana de arena,CONSIGNADO,LIBROS > Filosofía,2,19.48,0,0.0,12,137.21,18,174.8
962819,9782524565513,2011-03,La tierra del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,16,231.56,16,183.11
962820,9787382662282,2011-03,El cielo boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,22,270.65,24,257.04
964192,9786195446240,2011-04,El cielo sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
964195,9788020453035,2011-04,El puente fugaz,CONSIGNADO,LIBROS > Filosofía,1,27.29,0,0.0,7,203.05,10,238.89
964198,9782365915448,2011-04,La voz de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
964507,9786641662623,2011-04,El espejo en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,26,329.07,25,330.14
964508,9782122351924,2011-04,La ruta del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,177.64,9,161.43
964509,9783154136581,2011-04,El faro invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,116.15,7,93.12
965065,9785025712447,2011-04,La huella perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,40.37,3,38.29
965066,9781735118412,2011-04,El reloj de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,151.18,1,164.95
965073,9789535157555,2011-04,La plaza de ceniza,FIRME,LIBROS > Filosofía,0,0.0,0,0.0,7,391.71,7,462.7
965075,9784854753158,2011-04,El puerto de cristal,FIRME,LIBROS > Filosofía,0,0.0,2,90.1,4,255.64,8,335.12
965076,9780205491603,2011-04,La senda entre líneas,FIRME,LIBROS > Filosofía,0,0.0,0,0.0,2,94.74,2,91.17
965570,9784350651986,2011-05,El río de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,86.42,4,88.63
966225,9786089378645,2011-05,La montaña del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,105.16,10,91.8
966226,9781829565541,2011-05,El río del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,97.43,11,97.4
966227,9786936334729,2011-05,El puerto en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,135.67,7,160.86
969060,9785143384934,2011-06,La plaza de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,23,102.9,21,106.91
969061,9782516423155,2011-06,La tierra perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,25,146.47,24,152.11
969062,9783215554140,2011-06,El umbral lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,15,85.5,11,86.85
969063,9784471472164,2011-06,La noche olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,19,100.44,19,107.45
969064,9783642919121,2011-06,El camino secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,43.28,5,44.39
969065,9785405274612,2011-06,La casa de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,29,184.1,24,239.52
969066,9785493667685,2011-06,El jardín de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,32,204.17,28,213.48
969067,9785476161922,2011-06,La torre eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,28,243.98,26,247.71
969298,9785963180261,2011-06,El puente fugaz,CONSIGNADO,LIBROS > Filosofía,1,7.46,0,0.0,17,156.49,18,142.86
969299,9786205911265,2011-06,La isla del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,91.83,8,73.69
969300,9781684545337,2011-06,El cielo de papel,CONSIGNADO,LIBROS > Filosofía,4,45.31,0,0.0,31,290.6,35,384.2
970549,9783463834693,2011-07,El mapa en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,181.85,6,162.87
970550,9787313487514,2011-07,La ventana de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,253.33,9,214.05
970551,9788928184331,2011-07,La casa de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,366.22,13,435.77
971192,9785703571723,2011-07,El puerto en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,22.61,13,309.54,15,315.15
971193,9781803545560,2011-07,El eco nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,58.59,6,62.74
971194,9786316481573,2011-07,La tierra del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,86.02,6,78.54
971195,9781387994331,2011-07,El cielo de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,165.27,12,134.72
971196,9782294449017,2011-07,La voz en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,16,232.11,17,190.25
971199,9786683624375,2011-07,La noche invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,116.93,9,122.57
971200,9780336631661,2011-07,La voz del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,108.99,7,99.04
971341,9786205323743,2011-07,La torre en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,9.13,1,10.08
971342,9789443403135,2011-07,La voz profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,31.24,3,32.84
971575,9782654646333,2011-07,El espejo de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,42.02,3,41.23
972845,9786999263823,2011-08,La ruta luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,129.84,10,146.11
972846,9784400132962,2011-08,El faro de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,48.95,3,42.58
973418,9786215085436,2011-08,La huella austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,29.0,1,31.01
973419,9783413606861,2011-08,El reloj boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,58.23,0,0.0,2,61.26
973421,9780381103958,2011-08,La senda de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
973426,9788334356623,2011-08,El río del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
974507,9782648390350,2011-09,La montaña sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,14,200.36,16,213.24
974948,9782821426536,2011-09,El puerto de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,63.78,3,76.34
975027,9783381237015,2011-09,La plaza en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,19,223.47,18,209.67
976207,9786133423977,2011-10,El umbral del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,264.33,10,232.42
976241,9785919398636,2011-10,La noche invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,16,247.93,18,207.04
977755,9782310306555,2011-11,El camino perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,294.01,12,337.09
977756,9784531400797,2011-11,La casa de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,69.37,5,58.47
977757,9784247672329,2011-11,El jardín entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,49.4,4,52.82
977758,9783886743392,2011-11,La torre de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,305.73,9,331.45
977759,9787464592655,2011-11,El jardín invisible,CONSIGNADO,LIBROS > Filosofía,2,58.45,0,0.0,5,163.34,6,240.97
977760,9785633126140,2011-11,La isla olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,173.31,7,141.81
978076,9787528204618,2011-11,El puente del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,110.96,6,94.95
978077,9780135101557,2011-11,La isla en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,43.31,4,52.4
978486,9780381078466,2011-11,El mapa de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,276.41,1,164.12,3,499.98
978488,9785416474253,2011-11,La ventana lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,315.39,7,389.57
980314,9783279294111,2012-01,El eco invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,36.14,5,27.68
980315,9780342837354,2012-01,El eco olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,40.58,7,38.73
980317,9781286660848,2012-01,La huella eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,14.39,3,12.98
980318,9785492089546,2012-01,La montaña de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,7.85,2,9.16
980319,9782826778151,2012-01,La tierra secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,7.83,2,9.18
980321,9789175015214,2012-01,El cielo de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,21.82,1,20.12
980323,9781133166389,2012-01,La isla del río,CONSIGNADO,LIBROS > Filosofía,8,274.19,2,58.67,40,1454.44,45,1871.88
980324,9781106757613,2012-01,El puerto en el viento,CONSIGNADO,LIBROS > Filosofía,13,483.85,2,62.16,41,1159.96,57,1949.57
980410,9785185325665,2012-01,La voz de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,284.32,9,238.71
980411,9785194175225,2012-01,El espejo eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,14,409.62,17,397.67
980412,9781221269228,2012-01,La ruta fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,14,402.15,14,473.34
980755,9782220993674,2012-01,El faro del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,176.44,7,162.29
980756,9782202226952,2012-01,La huella en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,71.91,11,78.59
980757,9785235418305,2012-01,El reloj de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,33.11,4,37.12
980758,9785032515510,2012-01,La senda nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,45.01,7,43.06
980759,9784356256154,2012-01,El río del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,9.26,1,8.37
981786,9785816112422,2012-02,La montaña de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,242.22,11,202.52
981799,9788655218113,2012-02,El puerto profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,27.94,5,31.44
981800,9785790245684,2012-02,La tierra de ceniza,CONSIGNADO,LIBROS > Filosofía,1,5.4,0,0.0,6,29.85,6,36.83
981801,9782151243772,2012-02,El cielo de sal,CONSIGNADO,LIBROS > Filosofía,1,5.67,0,0.0,3,18.97,4,23.43
981806,9781941633011,2012-02,La plaza de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,26.55,4,28.06
982554,9783340563581,2012-03,La montaña del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,87,924.42,87,1059.38
982798,9784214162604,2012-03,El umbral luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,79.65,5,94.15
982799,9785612476203,2012-03,La noche de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,169.32,11,189.73
982800,9781932276654,2012-03,El camino austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,46.56,2,43.42
982801,9784211115665,2012-03,La casa boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,87.77,4,84.48
982803,9785289125022,2012-03,El jardín de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,87.96,4,76.83
982804,9786692203302,2012-03,La torre del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,61.11,3,55.54
982805,9787653353365,2012-03,El puente sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,40.33,2,53.51
982806,9786613345134,2012-03,La isla de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,51.98,2,43.42
982807,9787624332660,2012-03,El mapa en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,27.51,3,23.18
982808,9783232333417,2012-03,La ventana del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,7.7,1,9.67
982809,9789684463937,2012-03,El eco invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,10.17,1,8.98
982812,9782528895386,2012-03,La tierra perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,8.37,1,9.42
982815,9784386692466,2012-03,El cielo de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,9.01,1,7.63
982816,9781197411875,2012-03,La voz entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,46.72,6,53.05
982820,9785285416383,2012-03,El espejo de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,116.63,5,109.5
982853,9783675433251,2012-03,La ruta del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,184.98,8,229.02
983031,9782405564306,2012-03,El faro en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,23,2035.96,21,2261.16
983072,9782040534271,2012-03,El cielo fugaz,CONSIGNADO,LIBROS > Filosofía,1,54.04,12,652.45,11,734.06,27,1563.16
983073,9787985502341,2012-03,La huella de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,30.35,3,35.78
983074,9786128218503,2012-03,El reloj lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,45.01,6,45.78
984515,9786303176594,2012-04,La senda olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,87.55,6,91.2
984516,9789511150228,2012-04,El camino del bosque,CONSIGNADO,LIBROS > Filosofía,17,211.25,0,0.0,27,261.22,51,428.99
984517,9786414323518,2012-04,El río secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,37.56,7,46.53
984518,9780251625724,2012-04,La montaña de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,52.09,8,40.67
984710,9789785668136,2012-04,El puerto de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,30.36,1,29.17
986349,9788514822989,2012-05,La plaza eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,397.27,15,416.99
986350,9788435675401,2012-05,El umbral fugaz,CONSIGNADO,LIBROS > Filosofía,2,318.55,0,0.0,43,6438.73,39,6272.98
986351,9781220912838,2012-05,La noche del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,42,388.21,38,370.18
987198,9781843916642,2012-06,El umbral de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,193.91,13,179.48
987717,9780744052524,2012-06,El camino en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,12.56,1,10.31
987718,9789344388054,2012-06,La casa de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,73.62,5,64.72
987719,9789645573316,2012-06,El jardín nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,17,642.95,15,693.02
987720,9783925525388,2012-06,La torre del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,15,498.36,17,516.72
988079,9780436399642,2012-07,El puente de sal,CONSIGNADO,LIBROS > Filosofía,1,2409.74,0,0.0,0,0.0,1,2146.76
988080,9785166280617,2012-07,La isla profundo,CONSIGNADO,LIBROS > Filosofía,1,2549.7,0,0.0,0,0.0,1,2548.12
988082,9787243553542,2012-07,El mapa de ceniza,CONSIGNADO,LIBROS > Filosofía,1,2283.85,0,0.0,0,0.0,1,2390.14
988727,9787522351433,2012-07,La ventana luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,120908.3,4,135876.29
988893,9784894361636,2012-07,La huella secreto,CONSIGNADO,LIBROS > Filosofía,2,20.53,7,69.38,25,307.25,28,382.46
988894,9785134533345,2012-07,El eco de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,43,1319.64,40,1349.98
988932,9786492223881,2012-07,La tierra austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,259.54,6,243.22
989970,9780347302717,2012-08,El cielo boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,29,679.26,25,660.23
989971,9786221435581,2012-08,La noche de hierro,CONSIGNADO,LIBROS > Filosofía,7,98.07,0,0.0,39,561.75,48,815.23
989972,9782544312217,2012-08,La voz de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,8,135.46,8,138.59
989973,9788161592905,2012-08,El espejo del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,108.24,7,127.97
990908,9783490406436,2012-09,La ruta sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,305.23,10,253.53
991326,9784057293862,2012-09,La voz nocturno,CONSIGNADO,LIBROS > Filosofía,1,12.69,0,0.0,12,160.91,12,135.66
991327,9782541332645,2012-09,El faro de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,18,407.74,18,405.32
991328,9781163615736,2012-09,La senda del río,CONSIGNADO,LIBROS > Filosofía,6,44.99,0,0.0,16,104.17,19,158.77
992512,9781100135265,2012-10,La huella en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,134.22,11,129.71
992513,9786361165003,2012-10,El umbral de papel,CONSIGNADO,LIBROS > Filosofía,1132,11219588.41,152,1357676.65,422,3596115.18,1650,14711139.75
992514,9784965135693,2012-10,El reloj del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,17,180.1,17,184.76
992515,9781043894851,2012-10,La senda invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,9,123.13,8,123.94
992577,9782510525642,2012-10,El río perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,12.45,1,11.5
992578,9787491141233,2012-10,El reloj de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,43.57,1,24.3,3,71.84
992579,9782242581606,2012-10,El río del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,49.46,1,26.14,3,78.75
993266,9785872485169,2012-11,La plaza de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,76.01,0,0.0,1,77.49
994149,9783493855618,2012-11,La montaña de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,738.62,10,799.06
994150,9788752696167,2012-11,El espejo eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,1,8.99,18,134.37,19,146.26
994151,9785958177046,2012-11,El puerto entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,16.38,1,12.15
994152,9788142426511,2012-11,La plaza perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,14,88.0,26,232.42,40,305.11
994153,9789410522212,2012-11,La plaza de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,76.52,11,87.51
994154,9788029544936,2012-11,El umbral del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,48,298.55,45,359.16
994155,9783820898520,2012-11,La noche en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,28,702.1,34,608.7
994215,9782023613626,2012-11,El camino de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,72.4,5,77.46
994389,9782955515661,2012-11,La casa lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,65.13,1,64.12
994391,9788931387751,2012-11,El jardín olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
994393,9781733461221,2012-11,La torre secreto,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,217.43,6,289.01
995966,9780512023023,2013-01,La senda profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,99.95,0,0.0,2,116.55
995967,9785925417761,2013-01,El puente de papel,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,502.16,5,521.13
995975,9782884239255,2013-01,La isla de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
995995,9781927893500,2013-01,El mapa eterno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,127.88,1,115.04
995997,9784072844592,2013-01,La ventana fugaz,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
995999,9785415332129,2013-01,El eco del río,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,138.42,1,142.5
996002,9783230343283,2013-01,La tierra en la lluvia,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,5,811.76,5,931.78
996004,9788838659032,2013-01,El espejo del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,49.31,0,0.0,2,52.0
996005,9780315367221,2013-01,El cielo de arena,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,1441.96,13,1633.8
996006,9784531661898,2013-01,El jardín profundo,CONSIGNADO,LIBROS > Filosofía,1,125.91,4,449.51,3,383.36,7,911.6
996139,9784315952954,2013-01,La voz nocturno,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,174.07,10,181.51
996158,9783984623117,2013-01,La senda de hierro,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,181.18,4,154.45
996159,9782126683345,2013-01,El espejo del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,19,734.12,19,645.98
996200,9785562551579,2013-01,La ruta de sal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,105054.93,4,112949.96
996444,9785961742242,2013-01,El faro profundo,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,40.27,4,37.37
996760,9783537102267,2013-02,La huella de ceniza,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,4,223.38,4,174.98
996761,9786114310465,2013-02,El reloj luminoso,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,0,0.0,0,0.0
996762,9786162044146,2013-02,La senda de jade,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,1,53.04,1,51.07
997482,9781916346396,2013-02,El río austral,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,227.0,14,267.29
997483,9785326062691,2013-02,La voz de hierro,CONSIGNADO,LIBROS > Filosofía,2,26.33,1,13.81,18,207.86,21,265.48
997893,9783442313347,2013-03,La montaña boreal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,34,586.85,35,591.91
998883,9789087004855,2013-03,El puerto de bronce,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,19,465.1,22,370.86
998884,9784160331132,2013-03,La plaza del alba,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,11,431.05,12,433.85
998885,9786931181356,2013-03,El umbral sin fronteras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,36,891.59,31,979.23
999572,9784516610911,2013-04,La noche de cristal,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,107.9,6,105.01
999573,9781506221901,2013-04,El camino en la niebla,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,255.52,14,233.34
999574,9781121433616,2013-04,La huella de piedra,CONSIGNADO,LIBROS > Filosofía,114,2238.51,5,92.53,42,730.69,146,2746.27
1000129,9788832631335,2013-05,El río eterno,CONSIGNADO,LIBROS > Filosofía,56,1448.16,66,1708.83,29,692.67,136,4598.58
1000623,9780041216625,2013-05,La casa del sur,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,7,163.63,7,159.46
1000624,9783486625183,2013-05,El camino del bosque,CONSIGNADO,LIBROS > Filosofía,0,0.0,2,162.66,5,357.56,7,519.54
1000625,9784172575993,2013-05,El jardín invisible,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,6,263.03,8,222.54
1000638,9789657732666,2013-05,La torre perdido,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,3,71.29,3,68.44
1001480,9781454328342,2013-06,La noche del río,CONSIGNADO,LIBROS > Filosofía,4,47.78,2,22.15,46,474.94,53,672.38
1001481,9782483604143,2013-06,El puente de las sombras,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,12,253.32,12,204.85
1001482,9781351406265,2013-06,La isla entre líneas,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,13,282.08,15,221.17
1001483,9781042855550,2013-06,El camino de ceniza,CONSIGNADO,LIBROS > Filosofía,2,35.77,0,0.0,28,586.98,38,496.7
1001599,9789264302417,2013-06,El mapa de fuego,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,10,180.22,8,210.09
1001600,9784216834804,2013-06,La noche en el viento,CONSIGNADO,LIBROS > Filosofía,1,21.78,0,0.0,4,82.58,6,95.81
1001601,9785526773245,2013-06,La ventana del silencio,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,18,420.75,19,436.07
1002219,9787674891433,2013-06,El eco en el viento,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,38.9,2,38.42
1002511,9782441651607,2013-07,La tierra de piedra,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,43,816.39,45,1010.62
1002722,9783785487852,2013-07,El cielo lejano,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,2,38.93,2,44.27
1002745,9783356056344,2013-07,La voz olvidado,CONSIGNADO,LIBROS > Filosofía,0,0.0,0,0.0,42,788.61,43,631.74
