ID ARTICULO,ISBN,IDEDITOR,DESCEDITOR,TITULO,CONSIGNADO,DEPOSITO,FALLADOS,DISPONIBLE,CADENA,TOTAL,COSTO,PVP,SECCION,GRUPO,FAMILIA,SUBFAMILIA,PESO,Sucursal Depósito 02,Sucursal Depósito 03,Sucursal Aeropuerto 03,Sucursal Sur 07,Sucursal Norte 08,Sucursal AMBA 28,Sucursal Centro 08,Sucursal Centro 09,Sucursal AMBA 29,Sucursal AMBA 30,Sucursal AMBA 31,Sucursal AMBA 32,Sucursal Costa 08,Sucursal Centro 10,Sucursal Norte 09,Sucursal AMBA 33,Sucursal Costa 09,Sucursal Sur 08,Sucursal AMBA 34,Sucursal AMBA 35,Sucursal AMBA 36,Sucursal Costa 10,Sucursal Mayorista 02,Sucursal Sur 09,Sucursal Norte 10,Sucursal AMBA 37,Sucursal AMBA 38,Sucursal Aeropuerto 04,Sucursal Feria 02,Sucursal Feria 03,Sucursal Feria 04,Sucursal Feria 05,Sucursal Feria 06,Sucursal Feria 07,Sucursal Feria 08,Sucursal AMBA 39,Sucursal Centro 11,Sucursal Norte 11,Sucursal Costa 11,Sucursal AMBA 40,Sucursal Costa 12,Sucursal Costa 13,Sucursal Costa 14,Sucursal Cuyo 05,Sucursal Cuyo 06,Sucursal Cuyo 07,Sucursal Sur 10,Sucursal AMBA 41,Sucursal AMBA 42,Sucursal AMBA 43,Sucursal Centro 12,Sucursal AMBA 44,Sucursal AMBA 45,Sucursal AMBA 46,Sucursal AMBA 47,Sucursal AMBA 48,Sucursal AMBA 49,Sucursal AMBA 50,Sucursal Norte 12,Sucursal Centro 13,Sucursal Centro 14,Sucursal Norte 13,Sucursal AMBA 51,Sucursal Cuyo 08,Sucursal AMBA 52,Sucursal Centro 15,Sucursal AMBA 53,Sucursal AMBA 54,Sucursal Sur 11,Sucursal Norte 14,Sucursal AMBA 55,Sucursal Sur 12,Sucursal AMBA 56,Sucursal AMBA 57
1109097,9783156115063,157,Editorial Pampa,El eco de cristal,0,0,1,0,0,1,457.53,742.06,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061124,9786387556414,158,Editorial Cóndor,La huella en la niebla,3,0,0,0,2,5,37.74,6240.33,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1058705,9782784229712,159,Editorial Glaciar,El reloj del sur,0,0,1,0,0,1,90.28,1284.56,LIBROS,Ciencias Sociales,Didácticos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055213,9781802102394,160,Editorial Glaciar,La senda invisible,4,0,0,0,0,3,30.19,1305.13,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091935,9784936321034,161,Ediciones del Río,La torre en la niebla,57,1,20,1,0,75,204.17,19347.19,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,1023.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063496,9786954132043,162,Ediciones del Río,El jardín profundo,31,0,1,0,4,32,40.47,15716.42,LIBROS,Ciencias Sociales,Didácticos,Clásicos,514.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139676,9782265742193,163,Ediciones del Río,El reloj sin fronteras,165,2235,31,2007,96,2007,454.87,21431.36,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,263.0,0,3,3,1,2,1,2,3,4,4,11,3,2,2,6,4,1,1,0,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,1,2,1,1,1,1,2,1,3,1,1,1,0,1,1,0,1,0,1,1,2,2,1,3,0,1,0,1,1,1,0,3,1,2
1128126,9783519444657,164,Ediciones del Río,El río perdido,5,88,5,99,51,127,554.77,68279.19,LIBROS,Infantil y Juvenil,Ilustrados,Bestsellers,1055.0,0,0,0,0,0,1,1,12,5,2,1,1,1,1,1,1,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0
1175416,9781112426551,165,Ediciones del Río,La casa de sal,1232,114,7,33,1261,2627,3733.7,19208.98,LIBROS,Ciencias Sociales,Divulgación,Tapa dura,231.0,9,7,2,16,29,3,44,29,6,10,8,39,40,39,33,18,26,33,8,1,0,28,6,35,31,10,0,20,0,0,0,0,0,0,39,35,0,32,14,9,31,34,8,30,35,24,9,41,6,5,0,10,1,10,14,0,27,2,24,24,20,17,22,19,0,6,6,9,29,9,8,14,15,6
1163355,9786226809634,166,Ediciones del Río,La senda entre líneas,1277,1334,14,1114,584,3277,3114.14,37114.09,LIBROS,Tecnología,Clásicos,Divulgación,543.0,0,10,3,4,5,3,15,9,8,8,18,9,17,8,12,7,0,5,6,4,0,9,3,11,21,6,0,2,0,0,0,0,0,0,39,10,0,17,3,6,5,26,14,6,5,7,13,3,10,3,9,9,1,11,3,0,8,6,8,16,8,9,8,15,0,7,14,11,9,8,5,6,9,13
1164027,9780217215630,167,Ediciones del Río,La montaña de las sombras,0,0,0,0,0,0,3063.81,33394.23,LIBROS,Tecnología,Clásicos,Divulgación,700.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938140,9789609399367,168,Ediciones Litoral,El puerto entre líneas,0,0,1,0,0,1,17.84,182.56,LIBROS,Ciencias Sociales,Ilustrados,Nuevos autores,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169394,9788665201626,169,Ediciones del Río,La montaña de papel,1154,2928,3,3717,599,5789,3105.14,22395.16,LIBROS,Ciencias Sociales,Referencia,Tapa dura,278.0,0,9,10,2,7,9,12,14,8,7,24,16,24,11,14,7,3,7,2,8,0,5,0,2,15,5,0,1,0,0,0,0,0,0,32,1,0,9,6,9,5,7,8,5,12,5,6,7,3,15,9,5,0,7,2,0,18,24,6,5,7,4,6,23,0,2,11,7,5,4,3,9,12,9
1025240,9788085366248,170,Ediciones del Río,La plaza de fuego,21,0,0,0,0,17,10.87,13137.14,LIBROS,Arte y Fotografía,Divulgación,Referencia,209.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083510,9781672534335,171,Editorial Cóndor,El umbral del silencio,9,0,0,0,1,9,73.09,10750.71,LIBROS,Ciencias Sociales,Divulgación,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1119205,9782152113037,172,Ediciones del Río,La huella secreto,158,1190,6,1358,72,1627,129.45,31728.32,LIBROS,Empresa y Economía,Divulgación,Novela contemporánea,248.0,44,1,1,0,1,1,1,1,3,1,6,1,4,1,2,1,1,1,2,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,3,2,0,0,0,1,1,1,1,2,0,2,1,1,3,0,2,2,0,1,1,0,2,8,1,0,2,0,1,0,0,2,1,0,0,0,0
1001600,9784216834804,173,Ediciones Litoral,La noche en el viento,4,0,1,0,0,6,22.8,88.88,LIBROS,Infantil y Juvenil,Didácticos,Clásicos,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088069,9782100207621,174,Libros del Sur,El camino de piedra,0,0,0,0,1,1,169.74,287.2,JUGUETES Y VS,Ciencias Exactas,Edición especial,Referencia,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167071,9782436556628,175,Ediciones del Río,La ventana boreal,2450,3062,11,2927,1193,6576,1959.29,33352.89,LIBROS,Arte y Fotografía,Coleccionables,Tapa dura,243.0,11,18,11,14,10,12,17,34,27,8,29,30,39,17,25,13,12,32,18,7,0,20,23,29,14,18,0,6,0,0,0,0,0,0,77,14,0,43,11,17,36,17,24,29,20,8,26,8,11,5,7,27,2,9,11,0,16,72,18,18,34,10,16,13,0,12,26,27,10,11,34,11,35,43
1134940,9786221142336,176,Ediciones del Río,La senda nocturno,420,565,26,596,446,1619,563.74,19167.93,LIBROS,Arte y Fotografía,Divulgación,Referencia,340.0,0,11,4,6,8,7,6,8,6,6,19,8,6,10,7,7,2,4,7,7,0,7,0,6,5,4,0,3,0,0,0,0,0,0,4,7,0,6,8,7,11,7,7,7,5,7,37,7,7,6,7,7,1,8,6,0,8,7,8,6,7,7,5,6,0,6,5,10,3,5,4,7,4,7
936775,9784335831476,177,Ediciones Litoral,La casa lejano,0,0,0,0,0,0,10.81,140.56,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061122,9787557653425,178,Editorial Cóndor,El jardín olvidado,3,0,0,0,1,4,39.59,3922.47,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049585,9787140212666,179,Editorial Pampa,La torre secreto,0,0,0,0,0,0,41.12,100.5,JUGUETES Y VS,Ciencias Exactas,Nuevos autores,Tapa dura,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035153,9787257441388,180,Editorial Glaciar,El puente de papel,0,0,2,0,0,2,38.76,1294.59,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043732,9783806464256,181,Editorial Cóndor,La isla de hierro,0,0,0,0,1,1,77.38,9562.26,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063377,9786361577218,182,Publicaciones Andes,El mapa eterno,0,0,0,0,0,0,481.01,1179.34,JUGUETES Y VS,Ciencias Exactas,Nuevos autores,Tapa dura,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074490,9780010555764,183,Ediciones del Río,El umbral luminoso,198,1025,9,1032,104,1479,407.66,27636.18,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,533.0,2,2,0,2,1,1,1,3,2,1,15,1,1,2,1,3,1,0,1,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1,0,1,0,1,1,2,2,0,3,0,1,1,1,1,1,1,3,2,4
892627,9783113599224,184,Ediciones Litoral,La ventana fugaz,0,0,0,0,0,0,61.72,2343.43,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,730.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1175398,9786314667314,185,Ediciones del Río,El eco entre líneas,1470,1138,3,1045,920,3780,2510.99,20927.3,LIBROS,Arte y Fotografía,Coleccionables,Tapa dura,376.0,0,20,3,2,13,21,10,16,7,16,27,23,4,18,17,2,8,20,11,4,0,9,19,11,8,6,0,3,0,0,0,0,0,0,81,18,0,8,7,8,8,19,8,13,25,9,18,14,14,2,10,12,2,18,16,0,10,6,8,13,15,2,11,10,0,5,54,7,10,13,13,20,13,13
1132717,9785457696337,186,Ediciones del Río,El río en la lluvia,521,1872,19,1601,400,2405,823.81,40776.51,LIBROS,Arte y Fotografía,Coleccionables,Divulgación,452.0,0,7,2,3,6,7,7,6,10,8,24,11,8,8,7,5,1,7,7,6,0,8,0,8,6,11,0,2,0,0,0,0,0,0,14,7,0,7,5,7,6,8,5,8,7,5,6,8,7,4,7,2,1,7,5,0,6,3,8,5,8,7,6,6,0,6,9,9,3,6,14,7,5,4
1137960,9781022542602,187,Ediciones del Río,La noche invisible,256,1748,347,2147,208,2848,928.84,29059.49,LIBROS,Tecnología,Clásicos,Didácticos,223.0,0,10,2,2,2,3,2,3,9,7,7,4,2,4,3,6,1,2,1,1,0,4,5,2,1,2,0,1,0,0,0,0,0,0,5,0,0,2,3,5,1,8,6,3,4,1,6,2,8,1,2,2,0,1,4,0,8,3,1,2,3,7,5,4,0,1,1,3,6,6,3,15,2,2
1121616,9781923304475,188,Ediciones del Río,El río en la niebla,798,686,21,618,403,1570,3866.26,33250.87,LIBROS,Arte y Fotografía,Coleccionables,Tapa dura,501.0,0,5,2,3,6,7,6,8,10,8,12,9,11,12,11,6,4,7,4,4,0,6,3,6,1,11,0,3,0,0,0,0,0,0,18,6,0,7,5,6,5,6,5,7,7,6,10,7,6,4,7,2,2,8,6,0,8,3,6,5,6,7,7,6,0,5,5,6,3,5,14,7,2,8
1158169,9785526084653,189,Publicaciones Andes,El cielo de las sombras,842,1517,4,1940,423,3097,6305.92,37991.18,LIBROS,Arte y Fotografía,Bolsillo,Ilustrados,880.0,0,7,10,5,7,4,3,15,9,5,14,16,13,15,16,4,5,7,12,12,0,13,4,5,4,7,0,3,0,0,0,0,0,0,31,5,0,4,9,10,8,4,2,2,3,2,0,8,14,3,11,11,1,20,4,0,9,4,8,10,7,1,1,2,0,4,8,7,9,6,9,24,7,7
1029650,9780421642262,190,Ediciones del Río,El eco del río,23,0,0,0,4,27,34.09,14542.34,LIBROS,Salud y Bienestar,Novela contemporánea,Ilustrados,422.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1086670,9782425267681,191,Ediciones del Río,El puente lejano,32,0,0,0,1,26,47.64,6656.78,LIBROS,Ciencias Sociales,Ilustrados,Tapa dura,239.0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016934,9787894034869,192,Editorial Cóndor,La tierra en la lluvia,27,1,0,1,18,44,139.44,36543.15,LIBROS,Entretenimiento,Referencia,Didácticos,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
571529,9789038963161,193,Ediciones del Río,El cielo de arena,24,0,0,0,0,21,10.95,137.32,LIBROS,Entretenimiento,Referencia,Edición especial,646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048639,9788601535621,194,Ediciones del Río,La voz nocturno,17,0,0,0,2,19,46.02,10768.11,LIBROS,Ciencias Sociales,Bestsellers,Tapa dura,365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098703,9788489634333,195,Editorial Cóndor,El espejo del bosque,1,0,1,0,0,2,244.59,6746.44,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080527,9783236426458,196,Ediciones del Río,La ruta de sal,46,0,9,0,3,62,150.83,12942.55,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1053903,9781029381653,197,Editorial Pampa,El faro profundo,0,0,0,0,0,0,71.9,16075.84,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053298,9787584091061,198,Libros del Puerto,La huella de ceniza,0,0,0,0,0,0,487.17,943.23,JUGUETES Y VS,Ciencias Sociales,Edición especial,Referencia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051535,9780133545133,199,Editorial Pampa,El reloj luminoso,0,0,0,0,0,0,92.09,2722.98,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051536,9784330657653,200,Editorial Pampa,La senda de jade,0,0,0,0,0,0,95.21,1461.21,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006769,9780492411715,201,Ediciones Colina,El río austral,6,0,0,0,0,7,137.4,285.55,JUGUETES Y VS,Ciencias Sociales,Tapa dura,Referencia,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153188,9785865914671,202,Ediciones del Río,La tierra en la niebla,1026,2556,19,2787,240,4021,1646.98,18489.78,LIBROS,Ciencias Sociales,Bolsillo,Edición especial,182.0,0,1,0,3,1,1,3,3,7,6,12,3,6,3,3,3,2,1,1,3,0,5,0,4,1,4,0,1,0,0,0,0,0,0,10,4,0,5,7,6,5,6,8,4,1,0,11,1,1,4,1,3,1,6,2,0,5,6,7,2,3,2,4,2,0,1,3,12,1,3,6,0,9,16
1152238,9786545036153,203,Ediciones del Río,El faro de cristal,578,898,9,821,164,1777,1807.31,20315.59,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,150.0,0,6,1,2,1,0,1,5,1,7,9,8,3,9,1,1,1,1,1,1,0,5,0,3,2,8,0,0,0,0,0,0,0,0,3,3,0,11,2,2,0,0,7,1,1,1,6,2,2,2,1,0,0,1,2,0,5,0,3,1,3,2,3,6,0,0,3,4,1,2,1,0,0,0
1061230,9786966325134,204,Ediciones del Río,La montaña boreal,53,0,2,0,0,52,36.14,15259.22,LIBROS,Empresa y Economía,Tapa dura,Referencia,346.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1157848,9780551025678,205,Ediciones del Río,La tierra en la lluvia,1138,1764,28,1788,186,3315,3592.32,34967.68,LIBROS,Ciencias Sociales,Bestsellers,Tapa dura,707.0,0,3,0,1,3,1,2,5,3,2,10,2,9,1,4,2,0,2,1,1,0,3,13,1,1,0,0,1,0,0,0,0,0,0,16,4,0,1,4,1,2,8,9,3,1,1,8,2,0,1,4,1,1,3,0,0,4,1,2,5,7,2,0,3,0,1,2,1,1,1,2,3,5,5
1123665,9788759635602,206,Ediciones del Río,La ruta del sur,214,999,26,823,0,1219,227.79,15105.26,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057869,9782146196368,207,Ediciones del Río,El puerto de bronce,12,0,0,0,0,14,42.12,8429.73,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,106.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008313,9784613424764,208,Libros del Sur,La plaza del alba,0,0,0,0,1,1,110.42,231.67,JUGUETES Y VS,Ciencias Exactas,Bestsellers,Referencia,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069564,9781675191114,209,Editorial Cóndor,El umbral sin fronteras,2,0,2,0,0,4,73.37,12598.13,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061120,9782147252245,210,Editorial Cóndor,La noche de cristal,3,0,0,0,1,3,31.12,3451.24,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806602,9786774518413,211,Ediciones del Río,El camino en la niebla,1,0,0,0,0,1,6.61,32.88,LIBROS,Ciencias Sociales,Bestsellers,Tapa dura,463.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044820,9783552906769,212,Ediciones del Río,El camino en la niebla,23,0,5,0,0,22,31.88,12115.41,LIBROS,Ciencias Sociales,Clásicos,Tapa dura,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
